State,County name,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
PA,Potter County,Noncore,11,210
PA,Schuylkill County,Micropolitan,259,2012
PA,Snyder County,Micropolitan,17,286
PA,Somerset County,Micropolitan,173,1154
PA,Susquehanna County,Noncore,43,479
PA,Tioga County,Noncore,72,451
PA,Union County,Micropolitan,112,609
PA,Venango County,Micropolitan,72,698
PA,Warren County,Micropolitan,71,535
PA,Washington County,Large fringe metro,216,2947
PA,Wayne County,Noncore,56,674
PA,Westmoreland County,Large fringe metro,490,4573
PA,Wyoming County,Medium metro,26,208
PA,York County,Medium metro,645,5285
RI,Bristol County,Large fringe metro,69,445
RI,Kent County,Large fringe metro,252,1908
RI,Newport County,Large fringe metro,20,672
RI,Providence County,Large central metro,1764,8720
RI,Washington County,Large fringe metro,120,1292
SC,Abbeville County,Micropolitan,10,242
SC,Aiken County,Medium metro,150,1981
SC,Anderson County,Medium metro,343,2977
SC,Barnwell County,Noncore,14,195
SC,Beaufort County,Small metro,119,1791
SC,Berkeley County,Medium metro,81,1620
SC,Calhoun County,Medium metro,15,147
SC,Charleston County,Medium metro,541,5707
SC,Cherokee County,Micropolitan,20,544
SC,Chester County,Large fringe metro,27,376
SC,Chesterfield County,Noncore,45,490
SC,Clarendon County,Noncore,36,334
SC,Colleton County,Noncore,64,620
SC,Darlington County,Small metro,100,715
SC,Dillon County,Noncore,31,378
SC,Dorchester County,Medium metro,84,1065
SC,Fairfield County,Medium metro,27,256
SC,Florence County,Small metro,553,3566
SC,Georgetown County,Micropolitan,140,1139
SC,Greenville County,Medium metro,705,6414
SC,Greenwood County,Micropolitan,171,1290
SC,Hampton County,Noncore,26,192
SC,Horry County,Medium metro,421,4840
SC,Jasper County,Small metro,36,349
SC,Kershaw County,Medium metro,55,705
SC,Lancaster County,Large fringe metro,91,916
SC,Laurens County,Medium metro,73,832
SC,Lee County,Noncore,12,141
SC,Lexington County,Medium metro,324,3323
SC,Marion County,Noncore,42,369
SC,Newberry County,Micropolitan,65,476
SC,Oconee County,Micropolitan,86,1071
SC,Orangeburg County,Micropolitan,170,1299
SC,Pickens County,Medium metro,107,1122
SC,Richland County,Medium metro,512,4907
SC,Saluda County,Medium metro,13,182
SC,Spartanburg County,Medium metro,655,4640
SC,Sumter County,Small metro,126,1337
SC,Williamsburg County,Noncore,24,308
SC,York County,Large fringe metro,166,2584
SD,Beadle County,Micropolitan,30,183
SD,Bon Homme County,Noncore,14,90
SD,Brookings County,Micropolitan,30,215
SD,Brown County,Micropolitan,103,547
SD,Butte County,Noncore,15,83
SD,Codington County,Micropolitan,62,337
SD,Davison County,Micropolitan,59,276
SD,Day County,Noncore,23,94
SD,Grant County,Noncore,34,108
SD,Gregory County,Noncore,23,74
SD,Hamlin County,Noncore,37,102
SD,Hughes County,Micropolitan,36,223
SD,Hutchinson County,Noncore,18,106
SD,Jerauld County,Noncore,15,34
SD,Lake County,Noncore,14,78
SD,Lawrence County,Micropolitan,33,248
SD,Lincoln County,Small metro,45,310
SD,McCook County,Small metro,24,75
SD,Meade County,Small metro,35,240
SD,Minnehaha County,Small metro,699,3309
SD,Moody County,Noncore,10,61
SD,Pennington County,Small metro,199,1555
SD,Roberts County,Noncore,23,99
SD,Spink County,Noncore,22,89
SD,Turner County,Small metro,38,132
SD,Walworth County,Noncore,11,68
SD,Yankton County,Micropolitan,61,364
TN,Anderson County,Medium metro,146,1415
TN,Bedford County,Micropolitan,43,447
TN,Benton County,Noncore,10,185
TN,Blount County,Medium metro,139,1701
TN,Bradley County,Small metro,110,1380
TN,Campbell County,Medium metro,25,608
TN,Cannon County,Large fringe metro,14,158
TN,Carroll County,Noncore,56,466
TN,Carter County,Small metro,96,839
TN,Cheatham County,Large fringe metro,10,358
TN,Chester County,Small metro,12,147
TN,Claiborne County,Noncore,34,445
TN,Clay County,Noncore,18,106
TN,Cocke County,Micropolitan,67,591
TN,Coffee County,Micropolitan,67,763
TN,Crockett County,Small metro,24,192
TN,Cumberland County,Micropolitan,89,1050
TN,Davidson County,Large central metro,1527,11965
TN,DeKalb County,Noncore,22,260
TN,Dickson County,Large fringe metro,125,736
TN,Dyer County,Micropolitan,80,616
TN,Fayette County,Large fringe metro,18,307
TN,Fentress County,Noncore,16,207
TN,Franklin County,Micropolitan,60,613
TN,Gibson County,Noncore,49,717
TN,Giles County,Noncore,48,438
TN,Grainger County,Medium metro,16,251
TN,Greene County,Micropolitan,72,967
TN,Hamblen County,Small metro,127,1101
TN,Hamilton County,Medium metro,660,6781
TN,Hardeman County,Noncore,19,255
TN,Hardin County,Noncore,26,394
TN,Hawkins County,Medium metro,15,556
TN,Haywood County,Noncore,12,172
TN,Henderson County,Noncore,34,344
TN,Henry County,Micropolitan,43,549
TN,Jefferson County,Small metro,80,773
TN,Johnson County,Noncore,16,172
TN,Knox County,Medium metro,825,8338
TN,Lawrence County,Micropolitan,36,550
TN,Lewis County,Noncore,10,149
TN,Lincoln County,Noncore,31,438
TN,Loudon County,Medium metro,25,545
TN,McMinn County,Micropolitan,52,775
TN,McNairy County,Noncore,15,308
TN,Macon County,Large fringe metro,14,232
TN,Madison County,Small metro,572,2709
TN,Marion County,Medium metro,15,319
TN,Marshall County,Micropolitan,17,323
TN,Maury County,Large fringe metro,217,1529
TN,Monroe County,Noncore,41,592
TN,Montgomery County,Medium metro,146,1717
TN,Obion County,Micropolitan,64,452
TN,Overton County,Micropolitan,38,334
TN,Perry County,Noncore,14,90
TN,Putnam County,Micropolitan,209,1511
TN,Rhea County,Micropolitan,39,426
TN,Roane County,Medium metro,70,790
TN,Robertson County,Large fringe metro,60,783
TN,Rutherford County,Large fringe metro,517,3428
TN,Scott County,Noncore,12,233
TN,Sevier County,Micropolitan,106,1171
TN,Shelby County,Large central metro,1450,13426
TN,Stewart County,Noncore,10,101
TN,Sullivan County,Medium metro,443,3984
TN,Sumner County,Large fringe metro,269,2017
TN,Tipton County,Large fringe metro,34,481
TN,Unicoi County,Small metro,16,274
TN,Warren County,Micropolitan,46,511
TN,Washington County,Small metro,374,2959
TN,Weakley County,Micropolitan,21,386
TN,White County,Noncore,21,343
TN,Williamson County,Large fringe metro,191,1551
TN,Wilson County,Large fringe metro,121,1262
TX,Anderson County,Micropolitan,97,693
TX,Andrews County,Micropolitan,21,118
TX,Angelina County,Micropolitan,226,1379
TX,Atascosa County,Large fringe metro,78,484
TX,Bastrop County,Large fringe metro,11,652
TX,Bee County,Micropolitan,28,263
TX,Bell County,Medium metro,396,3695
TX,Bexar County,Large central metro,3472,21009
TX,Bowie County,Small metro,324,1947
TX,Brazoria County,Large fringe metro,274,2620
TX,Brazos County,Small metro,347,2012
TX,Brown County,Micropolitan,106,656
TX,Burnet County,Noncore,61,565
TX,Caldwell County,Large fringe metro,30,327
TX,Calhoun County,Micropolitan,12,185
TX,Callahan County,Small metro,10,140
TX,Cameron County,Medium metro,1442,4923
TX,Camp County,Noncore,11,149
TX,Cass County,Noncore,24,409
TX,Chambers County,Large fringe metro,14,279
TX,Cherokee County,Micropolitan,80,542
TX,Coleman County,Noncore,17,141
TX,Collin County,Large central metro,1049,7868
TX,Colorado County,Noncore,14,238
TX,Comal County,Large fringe metro,269,1786
TX,Comanche County,Noncore,30,197
TX,Cooke County,Micropolitan,33,414
TX,Coryell County,Medium metro,23,437
TX,Crane County,Noncore,12,57
TX,Dallas County,Large central metro,2995,22330
TX,Dawson County,Micropolitan,24,129
TX,Deaf Smith County,Micropolitan,25,141
TX,Denton County,Large fringe metro,662,5316
TX,DeWitt County,Noncore,42,239
TX,Eastland County,Noncore,12,243
TX,Ector County,Small metro,407,1940
TX,Ellis County,Large fringe metro,195,1529
TX,El Paso County,Medium metro,2420,9441
TX,Erath County,Micropolitan,32,326
TX,Fannin County,Noncore,38,372
TX,Fayette County,Noncore,16,327
TX,Floyd County,Noncore,22,79
TX,Fort Bend County,Large fringe metro,477,4409
TX,Freestone County,Noncore,18,215
TX,Frio County,Noncore,17,161
TX,Galveston County,Large fringe metro,464,3380
TX,Gillespie County,Micropolitan,43,425
TX,Gonzales County,Noncore,22,201
TX,Gray County,Micropolitan,44,267
TX,Grayson County,Small metro,393,2334
TX,Gregg County,Small metro,410,2425
TX,Grimes County,Noncore,12,215
TX,Guadalupe County,Large fringe metro,121,1194
TX,Hale County,Micropolitan,95,354
TX,Hamilton County,Noncore,19,123
TX,Hardin County,Medium metro,19,410
TX,Harris County,Large central metro,5057,39445
TX,Harrison County,Micropolitan,36,523
TX,Haskell County,Noncore,10,72
TX,Hays County,Large fringe metro,131,1492
TX,Henderson County,Micropolitan,83,1055
TX,Hidalgo County,Medium metro,2367,8086
TX,Hill County,Noncore,31,390
TX,Hockley County,Micropolitan,41,199
TX,Hood County,Large fringe metro,86,825
TX,Hopkins County,Micropolitan,115,587
TX,Houston County,Noncore,11,267
TX,Howard County,Micropolitan,53,416
TX,Hunt County,Large fringe metro,123,1095
TX,Hutchinson County,Micropolitan,30,219
TX,Jasper County,Noncore,20,421
TX,Jefferson County,Medium metro,493,3991
TX,Jim Wells County,Micropolitan,40,355
TX,Johnson County,Large fringe metro,99,1276
TX,Karnes County,Noncore,18,136
TX,Kaufman County,Large fringe metro,71,947
TX,Kendall County,Large fringe metro,31,433
TX,Kerr County,Micropolitan,70,885
TX,Kleberg County,Micropolitan,53,304
TX,Knox County,Noncore,11,61
TX,Lamar County,Micropolitan,168,956
TX,Lamb County,Noncore,35,159
TX,Lavaca County,Noncore,43,261
TX,Lee County,Noncore,10,139
TX,Liberty County,Large fringe metro,41,603
TX,Limestone County,Noncore,29,304
TX,Llano County,Noncore,26,311
TX,Lubbock County,Medium metro,1322,5361
TX,McLennan County,Medium metro,533,3388
TX,Matagorda County,Micropolitan,54,368
TX,Maverick County,Micropolitan,133,523
TX,Medina County,Large fringe metro,15,377
TX,Midland County,Small metro,293,1531
TX,Milam County,Noncore,13,200
TX,Montague County,Noncore,26,275
TX,Montgomery County,Large fringe metro,749,6579
TX,Moore County,Micropolitan,43,143
TX,Nacogdoches County,Micropolitan,180,931
TX,Navarro County,Micropolitan,80,571
TX,Newton County,Medium metro,10,122
TX,Nolan County,Micropolitan,41,217
TX,Nueces County,Medium metro,831,4896
TX,Ochiltree County,Noncore,13,74
TX,Orange County,Medium metro,12,687
TX,Palo Pinto County,Micropolitan,41,379
TX,Panola County,Noncore,20,289
TX,Parker County,Large fringe metro,80,1097
TX,Parmer County,Noncore,23,77
TX,Polk County,Noncore,43,649
TX,Potter County,Medium metro,788,3083
TX,Randall County,Medium metro,66,838
TX,Reeves County,Micropolitan,15,122
TX,Rockwall County,Large fringe metro,195,1095
TX,Runnels County,Noncore,25,147
TX,Rusk County,Small metro,33,490
TX,Sabine County,Noncore,10,143
TX,San Augustine County,Noncore,17,141
TX,San Patricio County,Medium metro,21,475
TX,Scurry County,Micropolitan,36,172
TX,Smith County,Small metro,823,4921
TX,Somervell County,Large fringe metro,17,121
TX,Starr County,Micropolitan,80,394
TX,Tarrant County,Large central metro,3108,20672
TX,Taylor County,Small metro,490,2349
TX,Terry County,Noncore,19,139
TX,Titus County,Micropolitan,59,421
TX,Tom Green County,Small metro,339,1766
TX,Travis County,Large central metro,975,8457
TX,Tyler County,Noncore,16,256
TX,Upshur County,Small metro,15,361
TX,Uvalde County,Micropolitan,36,303
TX,Val Verde County,Micropolitan,96,406
TX,Van Zandt County,Noncore,34,539
TX,Victoria County,Small metro,302,1439
TX,Walker County,Micropolitan,60,571
TX,Waller County,Large fringe metro,12,283
TX,Washington County,Micropolitan,51,394
TX,Webb County,Medium metro,660,2383
TX,Wharton County,Micropolitan,43,403
TX,Wichita County,Small metro,383,2161
TX,Wilbarger County,Micropolitan,41,188
TX,Williamson County,Large fringe metro,483,4350
TX,Wilson County,Large fringe metro,27,430
TX,Wise County,Large fringe metro,122,811
TX,Wood County,Noncore,28,504
TX,Young County,Noncore,26,297
UT,Box Elder County,Medium metro,10,445
UT,Cache County,Small metro,27,656
UT,Davis County,Medium metro,123,2202
UT,Iron County,Micropolitan,13,381
UT,Salt Lake County,Large central metro,924,9668
UT,San Juan County,Noncore,14,106
UT,Tooele County,Large fringe metro,16,397
UT,Uintah County,Micropolitan,11,272
UT,Utah County,Medium metro,331,3516
UT,Washington County,Small metro,223,2165
UT,Weber County,Medium metro,192,2503
VA,Accomack County,Noncore,29,477
VA,Albemarle County,Small metro,82,1263
VA,Alleghany County,Noncore,27,270
VA,Amelia County,Large fringe metro,13,155
VA,Amherst County,Medium metro,10,210
VA,Arlington County,Large central metro,277,1762
VA,Augusta County,Small metro,122,1120
VA,Bedford County,Medium metro,18,765
VA,Buchanan County,Noncore,12,227
VA,Campbell County,Medium metro,15,473
VA,Caroline County,Large fringe metro,11,234
VA,Carroll County,Noncore,26,306
VA,Chesterfield County,Large fringe metro,236,3025
VA,Culpeper County,Large fringe metro,49,478
VA,Fairfax County,Large fringe metro,834,6658
VA,Fauquier County,Large fringe metro,39,585
VA,Floyd County,Small metro,14,151
VA,Franklin County,Medium metro,29,575
VA,Frederick County,Small metro,17,506
VA,Gloucester County,Large fringe metro,43,585
VA,Grayson County,Noncore,13,160
VA,Halifax County,Noncore,73,553
VA,Hanover County,Large fringe metro,208,1728
VA,Henrico County,Large fringe metro,481,4320
VA,Henry County,Micropolitan,16,449
VA,Isle of Wight County,Large fringe metro,10,284
VA,James City County,Large fringe metro,32,885
VA,Lee County,Noncore,16,215
VA,Loudoun County,Large fringe metro,237,2206
VA,Mecklenburg County,Noncore,46,541
VA,Middlesex County,Noncore,14,165
VA,Montgomery County,Small metro,87,904
VA,Northampton County,Noncore,15,150
VA,Nottoway County,Noncore,10,190
VA,Page County,Noncore,39,300
VA,Patrick County,Noncore,17,195
VA,Pittsylvania County,Micropolitan,19,476
VA,Prince Edward County,Noncore,21,315
VA,Prince William County,Large fringe metro,253,2162
VA,Pulaski County,Small metro,44,453
VA,Roanoke County,Medium metro,39,733
VA,Rockbridge County,Noncore,15,215
VA,Rockingham County,Small metro,133,1040
VA,Scott County,Medium metro,15,234
VA,Shenandoah County,Noncore,72,549
VA,Smyth County,Noncore,36,418
VA,Southampton County,Noncore,15,138
VA,Spotsylvania County,Large fringe metro,42,879
VA,Stafford County,Large fringe metro,12,623
VA,Tazewell County,Micropolitan,36,628
VA,Warren County,Large fringe metro,23,351
VA,Washington County,Medium metro,98,834
VA,Wise County,Micropolitan,55,409
VA,Wythe County,Noncore,44,454
VA,York County,Large fringe metro,43,603
VA,Alexandria city,Large central metro,161,1070
VA,Bristol city,Medium metro,22,254
VA,Buena Vista city,Noncore,11,72
VA,Charlottesville city,Small metro,123,1293
VA,Chesapeake city,Large fringe metro,150,2120
VA,Colonial Heights city,Large fringe metro,22,263
VA,Danville city,Micropolitan,105,957
VA,Emporia city,Noncore,23,129
VA,Fairfax city,Large fringe metro,20,262
VA,Franklin city,Noncore,38,190
VA,Fredericksburg city,Large fringe metro,105,1048
VA,Galax city,Noncore,54,220
VA,Hampton city,Large fringe metro,96,1436
VA,Harrisonburg city,Small metro,39,326
VA,Hopewell city,Large fringe metro,53,428
VA,Lexington city,Noncore,27,169
VA,Lynchburg city,Medium metro,293,1998
VA,Manassas city,Large fringe metro,151,630
VA,Martinsville city,Micropolitan,96,537
VA,Newport News city,Large fringe metro,194,2425
VA,Norfolk city,Large central metro,237,3322
VA,Petersburg city,Large fringe metro,120,965
VA,Portsmouth city,Large fringe metro,122,1305
VA,Richmond city,Large central metro,283,3801
VA,Roanoke city,Medium metro,294,2870
VA,Salem city,Medium metro,125,1076
VA,Staunton city,Small metro,16,319
VA,Suffolk city,Large fringe metro,170,1136
VA,Virginia Beach city,Large central metro,206,3780
VA,Waynesboro city,Small metro,11,201
VA,Winchester city,Small metro,161,1341
VT,Chittenden County,Small metro,94,1891
VT,Franklin County,Small metro,27,426
VT,Washington County,Micropolitan,11,642
WA,Asotin County,Small metro,21,264
WA,Benton County,Medium metro,253,2275
WA,Chelan County,Small metro,98,1096
WA,Clark County,Large fringe metro,193,4588
WA,Cowlitz County,Small metro,21,1382
WA,Franklin County,Medium metro,80,397
WA,Grant County,Micropolitan,58,696
WA,Grays Harbor County,Micropolitan,25,827
WA,Island County,Micropolitan,27,613
WA,King County,Large central metro,1261,16650
WA,Kitsap County,Medium metro,52,2335
WA,Kittitas County,Micropolitan,25,319
WA,Lewis County,Micropolitan,24,915
WA,Mason County,Micropolitan,15,606
WA,Okanogan County,Noncore,25,391
WA,Pierce County,Large fringe metro,464,8611
WA,Skagit County,Small metro,54,1466
WA,Snohomish County,Large fringe metro,410,6348
WA,Spokane County,Medium metro,538,6490
WA,Stevens County,Medium metro,12,360
WA,Thurston County,Medium metro,79,2833
WA,Walla Walla County,Small metro,57,755
WA,Whatcom County,Small metro,93,2107
WA,Whitman County,Micropolitan,31,307
WA,Yakima County,Small metro,347,2534
WI,Ashland County,Noncore,19,201
WI,Barron County,Noncore,56,561
WI,Brown County,Medium metro,415,3364
WI,Burnett County,Noncore,14,144
WI,Calumet County,Small metro,23,320
WI,Chippewa County,Small metro,59,578
WI,Clark County,Noncore,33,320
WI,Columbia County,Medium metro,43,590
WI,Dane County,Medium metro,446,5475
WI,Dodge County,Micropolitan,160,1149
WI,Door County,Noncore,22,355
WI,Douglas County,Medium metro,54,388
WI,Dunn County,Micropolitan,18,319
WI,Eau Claire County,Small metro,176,1559
WI,Fond du Lac County,Small metro,129,1244
WI,Grant County,Micropolitan,54,516
WI,Green County,Medium metro,20,417
WI,Green Lake County,Noncore,15,261
WI,Iowa County,Medium metro,11,197
WI,Iron County,Noncore,31,98
WI,Jackson County,Noncore,13,220
WI,Jefferson County,Micropolitan,69,802
WI,Juneau County,Noncore,13,236
WI,Kenosha County,Large fringe metro,336,1961
WI,Kewaunee County,Medium metro,18,154
WI,La Crosse County,Small metro,189,1827
WI,Langlade County,Noncore,29,226
WI,Lincoln County,Micropolitan,60,369
WI,Manitowoc County,Micropolitan,65,915
WI,Marathon County,Small metro,289,1931
WI,Marinette County,Micropolitan,65,628
WI,Marquette County,Noncore,12,155
WI,Milwaukee County,Large central metro,1251,12109
WI,Monroe County,Noncore,31,493
WI,Oconto County,Medium metro,25,346
WI,Oneida County,Noncore,61,624
WI,Outagamie County,Small metro,295,2132
WI,Ozaukee County,Large fringe metro,174,1379
WI,Pierce County,Large fringe metro,26,275
WI,Polk County,Noncore,33,459
WI,Portage County,Micropolitan,49,555
WI,Racine County,Small metro,281,2139
WI,Richland County,Noncore,11,199
WI,Rock County,Small metro,167,2012
WI,Rusk County,Noncore,13,156
WI,St. Croix County,Large fringe metro,45,708
WI,Sauk County,Micropolitan,46,717
WI,Sawyer County,Noncore,15,233
WI,Shawano County,Micropolitan,55,493
WI,Sheboygan County,Small metro,170,1435
WI,Taylor County,Noncore,32,179
WI,Trempealeau County,Noncore,29,254
WI,Vernon County,Noncore,33,351
WI,Vilas County,Noncore,14,227
WI,Walworth County,Micropolitan,113,1042
WI,Washburn County,Noncore,11,211
WI,Washington County,Large fringe metro,112,1315
WI,Waukesha County,Large fringe metro,568,4490
WI,Waupaca County,Noncore,111,746
WI,Winnebago County,Small metro,221,2120
WI,Wood County,Micropolitan,155,1481
WV,Berkeley County,Medium metro,79,1119
WV,Boone County,Small metro,10,223
WV,Brooke County,Small metro,97,492
WV,Cabell County,Medium metro,210,2382
WV,Fayette County,Small metro,23,410
WV,Grant County,Noncore,12,167
WV,Greenbrier County,Noncore,56,537
WV,Hampshire County,Small metro,14,214
WV,Hancock County,Small metro,26,271
WV,Harrison County,Micropolitan,76,1092
WV,Jackson County,Noncore,19,252
WV,Jefferson County,Large fringe metro,19,632
WV,Kanawha County,Small metro,350,3718
WV,Logan County,Micropolitan,47,489
WV,Marshall County,Small metro,56,351
WV,Mason County,Micropolitan,13,228
WV,Mercer County,Micropolitan,75,922
WV,Mineral County,Small metro,38,251
WV,Monongalia County,Small metro,240,2100
WV,Ohio County,Small metro,177,1237
WV,Preston County,Small metro,23,299
WV,Putnam County,Medium metro,57,478
WV,Raleigh County,Small metro,66,1562
WV,Randolph County,Micropolitan,19,397
WV,Taylor County,Micropolitan,11,181
WV,Upshur County,Noncore,13,238
WV,Wayne County,Medium metro,21,305
WV,Wetzel County,Noncore,10,153
WV,Wood County,Small metro,130,1237
WY,Albany County,Micropolitan,10,237
WY,Big Horn County,Noncore,18,124
WY,Campbell County,Micropolitan,38,332
WY,Converse County,Noncore,15,125
WY,Fremont County,Micropolitan,46,474
WY,Goshen County,Noncore,16,154
WY,Laramie County,Small metro,102,1086
WY,Natrona County,Small metro,164,1172
WY,Park County,Noncore,19,342
WY,Sheridan County,Micropolitan,22,345
WY,Sweetwater County,Micropolitan,29,384
WY,Washakie County,Noncore,20,99
